package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v16_v16.0.0_MUIO.zip,6808372,6ae3e990370a1c9a49e6435d57a67dd219dd52049d91c13c087327ed7d137004,53,Philippines_v16/
