cluster_id,cluster,mode,crop,water_regime,inherited_input_label,v30_status,activity_upper,yield_2020,inherited_yield_2021,v30_yield_2021,inherited_yield_2025,v30_yield_2025,v30_yield_2050,after_2020_rule
TEC_1ky0a,LNDAGRPHLC05,14,rice_rain,rainfed,low,inactive_unsupported_pair,1e-06,0.16944768712723424,0.17393641586397662,0.17393641586397662,0.1766790541753813,0.1766790541753813,0.22657887192389217,inactive
TEC_1ky0a,LNDAGRPHLC05,15,maize,rainfed,low,inactive_unsupported_pair,1e-06,0.20310004013679803,0.2064341680150059,0.2064341680150059,0.213770640645486,0.213770640645486,0.2741463091591028,inactive
TEC_1ky0a,LNDAGRPHLC05,16,coconut,irrigated,high,active_observed_cost_system,99999,0.7865070925927701,0.7997523307125038,0.7930544395853012,0.777409527196046,0.8192438275554259,0.9404541682968124,FAO_BAU_2050_rebased_to_2020
TEC_1ky0a,LNDAGRPHLC05,17,rice_irrig,irrigated,low,inactive_unsupported_pair,1e-06,0.39724408788969123,0.4015146080282424,0.4015146080282424,0.39701866225059745,0.39701866225059745,0.509149435089107,inactive
TEC_1ky0a,LNDAGRPHLC05,18,sugarcane,rainfed,low,inactive_unsupported_pair,1e-06,3.1697863953511485,3.2420640622192836,3.2420640622192836,2.417693379052546,2.417693379052546,3.1005273434383147,inactive
TEC_1ky0a,LNDAGRPHLC05,19,rice_irrig,irrigated,high,active_observed_cost_system,99999,1.2768559967882933,1.2905826686622077,1.2911760956284724,1.2761314143769202,1.348456490989189,1.626529430712258,FAO_BAU_2050_rebased_to_2020
TEC_1ky0a,LNDAGRPHLC05,20,coconut,rainfed,low,inactive_unsupported_pair,1e-06,0.234278708431889,0.23822409851010756,0.23822409851010756,0.23156879533499244,0.23156879533499244,0.2969712321851919,inactive
TEC_1ky0a,LNDAGRPHLC05,21,other,irrigated,low,inactive_unsupported_pair,1e-06,0.5785304229170852,0.5785304229170852,0.5785304229170852,0.5843157271462561,0.5843157271462561,0.7493451836841191,inactive
TEC_1ky0a,LNDAGRPHLC05,22,other,irrigated,high,active_observed_cost_system,99999,1.0305073158210583,1.0305073158210583,1.0407812209200429,1.0408123889792686,1.0818768413159814,1.2511614993235718,FAO_BAU_2050_rebased_to_2020
TEC_1ky0a,LNDAGRPHLC05,23,other,rainfed,low,inactive_unsupported_pair,1e-06,0.5785304229170852,0.5785304229170852,0.5785304229170852,0.5843157271462561,0.5843157271462561,0.7493451836841191,inactive
TEC_1ky0a,LNDAGRPHLC05,24,other,rainfed,high,active_observed_cost_system,99999,1.0305073158210583,1.0305073158210583,1.0407812209200429,1.0408123889792686,1.0818768413159814,1.2511614993235718,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,1,vegetables,rainfed,high,active_observed_cost_system,99999,2.1457253837325276,2.1457253837325276,2.1676064142953404,2.167182637569853,2.2551305365465897,2.721246479344216,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,2,coconut,irrigated,low,inactive_unsupported_pair,1e-06,0.09371148337275559,0.09528963940404302,0.09528963940404302,0.09262751813399697,0.09262751813399697,0.11878849287407675,inactive
TEC_oeqz2,LNDAGRPHLC06,3,sugarcane,rainfed,high,active_observed_cost_system,99999,10.493085998403801,10.732349999070731,10.574136472616193,8.003398772036014,10.898338369465746,12.134061498930018,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,4,maize,rainfed,high,active_observed_cost_system,99999,0.5446773803668674,0.5536189051311521,0.5547247562456498,0.5732939908219851,0.5949142597607796,0.8240309657093056,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,5,vegetables,irrigated,high,active_observed_cost_system,99999,2.241090956342862,2.241090956342862,2.263933932968817,2.263501865906291,2.3553058394726363,2.8419799064191147,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,6,sugarcane,irrigated,high,active_observed_cost_system,99999,10.493085998403801,10.732349999070731,10.579345175148216,8.003398772036014,10.924381882125873,12.315278604855996,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,7,maize,irrigated,low,inactive_unsupported_pair,1e-06,0.2123318601430161,0.21581753928841524,0.21581753928841524,0.22348748794755355,0.22348748794755355,0.2866075050299711,inactive
TEC_oeqz2,LNDAGRPHLC06,8,coconut,rainfed,high,active_observed_cost_system,99999,0.48529161032319856,0.4934642040566513,0.4893314627228454,0.4796782189081985,0.5054908723214331,0.5802802315022885,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,9,sugarcane,irrigated,low,inactive_unsupported_pair,1e-06,3.606998311951307,3.689245312180564,3.689245312180564,2.75116832788738,2.75116832788738,3.528186287360841,inactive
TEC_oeqz2,LNDAGRPHLC06,10,maize,irrigated,high,active_observed_cost_system,99999,0.5539092003730856,0.5630022764045615,0.5641268707582879,0.5830108381240527,0.6049975522990979,0.8379975922467514,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,11,rice_rain,rainfed,high,active_observed_cost_system,99999,0.5557884137773282,0.5705114440338432,0.5618134598447898,0.5795072976952506,0.5859136441146358,0.7001598255580551,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,12,vegetables,rainfed,low,inactive_unsupported_pair,1e-06,0.7629245808826765,0.7629245808826765,0.7629245808826765,0.7705538266915032,0.7705538266915032,0.9881828812321484,inactive
TEC_oeqz2,LNDAGRPHLC06,13,vegetables,irrigated,low,inactive_unsupported_pair,1e-06,0.8106073671878438,0.8106073671878438,0.8106073671878438,0.8187134408597222,0.8187134408597222,1.0499443113091578,inactive
TEC_oeqz2,LNDAGRPHLC06,14,rice_rain,rainfed,low,inactive_unsupported_pair,1e-06,0.16266977964214485,0.16697895922941755,0.16697895922941755,0.16961189200836602,0.16961189200836602,0.21751571704693648,inactive
TEC_oeqz2,LNDAGRPHLC06,15,maize,rainfed,low,inactive_unsupported_pair,1e-06,0.20310004013679803,0.2064341680150059,0.2064341680150059,0.213770640645486,0.213770640645486,0.2741463091591028,inactive
TEC_oeqz2,LNDAGRPHLC06,16,coconut,irrigated,high,active_observed_cost_system,99999,0.48529161032319856,0.4934642040566513,0.4893314627228454,0.4796782189081985,0.5054908723214331,0.5802802315022885,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,17,rice_irrig,irrigated,low,inactive_unsupported_pair,1e-06,0.36886951018328473,0.37283499316908225,0.37283499316908225,0.36866018637555475,0.36866018637555475,0.47278161829702803,inactive
TEC_oeqz2,LNDAGRPHLC06,18,sugarcane,rainfed,low,inactive_unsupported_pair,1e-06,3.606998311951307,3.689245312180564,3.689245312180564,2.75116832788738,2.75116832788738,3.528186287360841,inactive
TEC_oeqz2,LNDAGRPHLC06,19,rice_irrig,irrigated,high,active_observed_cost_system,99999,1.2768559967882933,1.2905826686622077,1.2911760956284724,1.2761314143769202,1.348456490989189,1.626529430712258,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,20,coconut,rainfed,low,inactive_unsupported_pair,1e-06,0.09371148337275559,0.09528963940404302,0.09528963940404302,0.09262751813399697,0.09262751813399697,0.11878849287407675,inactive
TEC_oeqz2,LNDAGRPHLC06,21,other,irrigated,low,inactive_unsupported_pair,1e-06,0.5785304229170852,0.5785304229170852,0.5785304229170852,0.5843157271462561,0.5843157271462561,0.7493451836841191,inactive
TEC_oeqz2,LNDAGRPHLC06,22,other,irrigated,high,active_observed_cost_system,99999,1.1389817701180118,1.1389817701180118,1.1503371389116264,1.1503715878191918,1.1957586140860847,1.3828627097786848,FAO_BAU_2050_rebased_to_2020
TEC_oeqz2,LNDAGRPHLC06,23,other,rainfed,low,inactive_unsupported_pair,1e-06,0.5785304229170852,0.5785304229170852,0.5785304229170852,0.5843157271462561,0.5843157271462561,0.7493451836841191,inactive
TEC_oeqz2,LNDAGRPHLC06,24,other,rainfed,high,active_observed_cost_system,99999,1.1389817701180118,1.1389817701180118,1.1503371389116264,1.1503715878191918,1.1957586140860847,1.3828627097786848,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,1,vegetables,rainfed,high,active_observed_cost_system,99999,1.9549942385118584,1.9549942385118584,1.974930288580199,1.974544180896977,2.0546744888535593,2.4793579034025077,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,2,coconut,irrigated,low,inactive_unsupported_pair,1e-06,0.18407612805362705,0.18717607740079878,0.18717607740079878,0.18194691062035118,0.18194691062035118,0.23333453957407932,inactive
TEC_72dqm,LNDAGRPHLC07,3,sugarcane,rainfed,high,active_observed_cost_system,99999,6.1209668324022175,6.260537499457927,6.16824627569278,4.668649283687675,6.357364048855019,7.078202541042511,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,4,maize,rainfed,high,active_observed_cost_system,99999,0.7662410605161015,0.7788198156929766,0.7803755045489649,0.8064983260716062,0.8369132806804187,1.159230002608006,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,5,vegetables,irrigated,high,active_observed_cost_system,99999,2.2887737426480292,2.2887737426480292,2.31210274005326,2.3116614800745094,2.4054187296741816,2.9024475640025,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,6,sugarcane,irrigated,high,active_observed_cost_system,99999,6.1209668324022175,6.260537499457927,6.171284685503126,4.668649283687675,6.3725560979067595,7.183912519499331,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,7,maize,irrigated,low,inactive_unsupported_pair,1e-06,0.22156368014923422,0.2252009105618246,0.2252009105618246,0.2332043352496211,0.2332043352496211,0.2990687009008394,inactive
TEC_72dqm,LNDAGRPHLC07,8,coconut,rainfed,high,active_observed_cost_system,99999,0.5187599972420399,0.5274962181295239,0.5230784601520072,0.5127594753846261,0.5403523117918768,0.6202995578127912,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,9,sugarcane,irrigated,low,inactive_unsupported_pair,1e-06,3.1697863953511485,3.2420640622192836,3.2420640622192836,2.417693379052546,2.417693379052546,3.1005273434383147,inactive
TEC_72dqm,LNDAGRPHLC07,10,maize,irrigated,high,active_observed_cost_system,99999,0.8493274405720644,0.863270157153661,0.8649945351627081,0.8939499517902142,0.9276629135252834,1.2849296414450189,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,11,rice_rain,rainfed,high,active_observed_cost_system,99999,0.5218988763518815,0.535724160861048,0.5275565415615711,0.5441714868601744,0.5501872024003288,0.6574671532679299,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,12,vegetables,rainfed,low,inactive_unsupported_pair,1e-06,0.7152417945775091,0.7152417945775091,0.7152417945775091,0.7223942125232843,0.7223942125232843,0.9264214511551391,inactive
TEC_72dqm,LNDAGRPHLC07,13,vegetables,irrigated,low,inactive_unsupported_pair,1e-06,0.9059729397981782,0.9059729397981782,0.9059729397981782,0.91503266919616,0.91503266919616,1.1734671714631761,inactive
TEC_72dqm,LNDAGRPHLC07,14,rice_rain,rainfed,low,inactive_unsupported_pair,1e-06,0.16266977964214485,0.16697895922941755,0.16697895922941755,0.16961189200836602,0.16961189200836602,0.21751571704693648,inactive
TEC_72dqm,LNDAGRPHLC07,15,maize,rainfed,low,inactive_unsupported_pair,1e-06,0.2123318601430161,0.21581753928841524,0.21581753928841524,0.22348748794755355,0.22348748794755355,0.2866075050299711,inactive
TEC_72dqm,LNDAGRPHLC07,16,coconut,irrigated,high,active_observed_cost_system,99999,0.5187599972420399,0.5274962181295239,0.5230784601520072,0.5127594753846261,0.5403523117918768,0.6202995578127912,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,17,rice_irrig,irrigated,low,inactive_unsupported_pair,1e-06,0.4114313767428945,0.4158544154578224,0.4158544154578224,0.41119790018811875,0.41119790018811875,0.5273333434851465,inactive
TEC_72dqm,LNDAGRPHLC07,18,sugarcane,rainfed,low,inactive_unsupported_pair,1e-06,3.1697863953511485,3.2420640622192836,3.2420640622192836,2.417693379052546,2.417693379052546,3.1005273434383147,inactive
TEC_72dqm,LNDAGRPHLC07,19,rice_irrig,irrigated,high,active_observed_cost_system,99999,1.2910432856414964,1.3049224760917877,1.3055224966910108,1.2903106523144416,1.3634393408890686,1.6446019799423939,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,20,coconut,rainfed,low,inactive_unsupported_pair,1e-06,0.18407612805362705,0.18717607740079878,0.18717607740079878,0.18194691062035118,0.18194691062035118,0.23333453957407932,inactive
TEC_72dqm,LNDAGRPHLC07,21,other,irrigated,low,inactive_unsupported_pair,1e-06,0.5423722714847675,0.5423722714847675,0.5423722714847675,0.5477959941996151,0.5477959941996151,0.7025111097038617,inactive
TEC_72dqm,LNDAGRPHLC07,22,other,irrigated,high,active_observed_cost_system,99999,0.7774002557948334,0.7774002557948334,0.7851507456063481,0.7851742583527817,0.8161527048524069,0.9438586749283085,FAO_BAU_2050_rebased_to_2020
TEC_72dqm,LNDAGRPHLC07,23,other,rainfed,low,inactive_unsupported_pair,1e-06,0.5423722714847675,0.5423722714847675,0.5423722714847675,0.5477959941996151,0.5477959941996151,0.7025111097038617,inactive
TEC_72dqm,LNDAGRPHLC07,24,other,rainfed,high,active_observed_cost_system,99999,0.7774002557948334,0.7774002557948334,0.7851507456063481,0.7851742583527817,0.8161527048524069,0.9438586749283085,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,1,vegetables,rainfed,high,active_observed_cost_system,99999,0.7152417945775091,0.7152417945775091,0.72253547143178,0.7223942125232843,0.7517101788488632,0.9070821597814053,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,2,coconut,irrigated,low,inactive_unsupported_pair,1e-06,0.234278708431889,0.23822409851010756,0.23822409851010756,0.23156879533499244,0.23156879533499244,0.2969712321851919,inactive
TEC_xaiae,LNDAGRPHLC08,3,sugarcane,rainfed,high,active_observed_cost_system,99999,8.74423833200317,8.94362499922561,8.81178039384683,6.66949897669668,9.081948641221457,10.111717915775017,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,4,maize,rainfed,high,active_observed_cost_system,99999,0.3692728002487237,0.37533485093637436,0.37608458050552535,0.38867389208270187,0.403331701532732,0.5586650614978343,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,5,vegetables,irrigated,high,active_observed_cost_system,99999,0.7152417945775091,0.7152417945775091,0.7225321062666437,0.7223942125232843,0.7516933530231817,0.9070148637507812,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,6,sugarcane,irrigated,high,active_observed_cost_system,99999,8.74423833200317,8.94362499922561,8.816120979290181,6.66949897669668,9.103651568438229,10.262732170713331,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,7,maize,irrigated,low,inactive_unsupported_pair,1e-06,0.14770912009948947,0.15013394037454972,0.15013394037454972,0.15546955683308072,0.15546955683308072,0.19937913393389292,inactive
TEC_xaiae,LNDAGRPHLC08,8,coconut,rainfed,high,active_observed_cost_system,99999,0.6358993514579844,0.6466082673845777,0.6411929511540734,0.6285438730521222,0.6623673499384295,0.7603671998995505,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,9,sugarcane,irrigated,low,inactive_unsupported_pair,1e-06,2.9511804370510695,3.0184734372386437,3.0184734372386437,2.2509559046351293,2.2509559046351293,2.8866978714770517,inactive
TEC_xaiae,LNDAGRPHLC08,10,maize,irrigated,high,active_observed_cost_system,99999,0.3692728002487237,0.37533485093637436,0.37608458050552535,0.38867389208270187,0.403331701532732,0.5586650614978343,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,11,rice_rain,rainfed,high,active_observed_cost_system,99999,0.440563986530809,0.4522346812463392,0.44533993768184565,0.45936554085599135,0.46444374228599183,0.5550047397716291,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,12,vegetables,rainfed,low,inactive_unsupported_pair,1e-06,0.018119458795963567,0.018119458795963567,0.018119458795963567,0.018300653383923202,0.018300653383923202,0.023469343429263524,inactive
TEC_xaiae,LNDAGRPHLC08,13,vegetables,irrigated,low,inactive_unsupported_pair,1e-06,0.018119458795963567,0.018119458795963567,0.018119458795963567,0.018300653383923202,0.018300653383923202,0.023469343429263524,inactive
TEC_xaiae,LNDAGRPHLC08,14,rice_rain,rainfed,low,inactive_unsupported_pair,1e-06,0.12200233473160864,0.12523421942206317,0.12523421942206317,0.1272089190062745,0.1272089190062745,0.16313678778520235,inactive
TEC_xaiae,LNDAGRPHLC08,15,maize,rainfed,low,inactive_unsupported_pair,1e-06,0.1384773000932714,0.14075056910114037,0.14075056910114037,0.14575270953101319,0.14575270953101319,0.18691793806302462,inactive
TEC_xaiae,LNDAGRPHLC08,16,coconut,irrigated,high,active_observed_cost_system,99999,0.6358993514579844,0.6466082673845777,0.6411929511540734,0.6285438730521222,0.6623673499384295,0.7603671998995505,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,17,rice_irrig,irrigated,low,inactive_unsupported_pair,1e-06,0.2695584882108619,0.2724563411620216,0.2724563411620216,0.2694055208129054,0.2694055208129054,0.3454942595247512,inactive
TEC_xaiae,LNDAGRPHLC08,18,sugarcane,rainfed,low,inactive_unsupported_pair,1e-06,2.9511804370510695,3.0184734372386437,3.0184734372386437,2.2509559046351293,2.2509559046351293,2.8866978714770517,inactive
TEC_xaiae,LNDAGRPHLC08,19,rice_irrig,irrigated,high,active_observed_cost_system,99999,0.9363610643114151,0.9464272903522857,0.9468624701275464,0.9358297038764082,0.9888680933920719,1.1927882491889892,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,20,coconut,rainfed,low,inactive_unsupported_pair,1e-06,0.234278708431889,0.23822409851010756,0.23822409851010756,0.23156879533499244,0.23156879533499244,0.2969712321851919,inactive
TEC_xaiae,LNDAGRPHLC08,21,other,irrigated,low,inactive_unsupported_pair,1e-06,0.3977396657554962,0.3977396657554962,0.3977396657554962,0.4017170624130511,0.4017170624130511,0.5151748137828319,inactive
TEC_xaiae,LNDAGRPHLC08,22,other,irrigated,high,active_observed_cost_system,99999,1.1209026944018528,1.1209026944018528,1.1320778192463623,1.1321117213458713,1.1767783186244005,1.3609125080361657,FAO_BAU_2050_rebased_to_2020
TEC_xaiae,LNDAGRPHLC08,23,other,rainfed,low,inactive_unsupported_pair,1e-06,0.3977396657554962,0.3977396657554962,0.3977396657554962,0.4017170624130511,0.4017170624130511,0.5151748137828319,inactive
TEC_xaiae,LNDAGRPHLC08,24,other,rainfed,high,active_observed_cost_system,99999,1.1209026944018528,1.1209026944018528,1.1320778192463623,1.1321117213458713,1.1767783186244005,1.3609125080361657,FAO_BAU_2050_rebased_to_2020
