package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v21_v21.0.0_MUIO.zip,2521346,b1e9f4b230b28a1b35827094a26f53bc62881af16f6110bc904c1506a704610a,98,Philippines_v21/
