package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v18_v18.0.0_MUIO.zip,9934979,4f0b80058171e353e34fbf31c13f101921f2ce57bec1d513bbe2d65eba293dcb,79,Philippines_v18/
