package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v18_v18.0.1_MUIO.zip,16056712,c3f4ee25d2e8c3315ced1be4bf819673859be45079536abb2cfbc40a65d1dc55,96,Philippines_v18/
