package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v24_v24.0.0_MUIO.zip,23133138,fbf0810e2925a8cedad0ca1d434d201e6089f2c803ea84f282d47d13ef9e572a,421,Philippines_v24/
