Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01375","Pistachios, in shell","2020","2020","t","2796.27","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01346","Plums and sloes","2020","2020","t","29872","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01510","Potatoes","2020","2020","t","855395","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0113","Rice","2020","2020","t","655400","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","74062","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01444","Sesame seed","2020","2020","t","41855","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01801","Sugar beet","2020","2020","t","5032","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01802","Sugar cane","2020","2020","t","40292","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01445","Sunflower seed","2020","2020","t","387","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01376","Walnuts, in shell","2020","2020","t","14877","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","01221","Watermelons","2020","2020","t","990318","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","0111","Wheat","2020","2020","t","5185000","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01341","Apples","2020","2020","t","102167","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01343","Apricots","2020","2020","t","5143","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0115","Barley","2020","2020","t","12645","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01701","Beans, dry","2020","2020","t","25762","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01702","Broad beans and horse beans, dry","2020","2020","t","208.81","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01243","Broad beans and horse beans, green","2020","2020","t","130.22","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01212","Cabbages","2020","2020","t","64951","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01229","Cantaloupes and other melons","2020","2020","t","50164","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01251","Carrots and turnips","2020","2020","t","11794","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","7206","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.02","Cherries","2020","2020","t","20471","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01373","Chestnuts, in shell","2020","2020","t","5616","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","103056","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","113685","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01314","Dates","2020","2020","t","14571","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","34680","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01315","Figs","2020","2020","t","21889","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01330","Grapes","2020","2020","t","199069","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01252","Green garlic","2020","2020","t","20722","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01659","Hop cones","2020","2020","t","1810.08","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01254","Leeks and other alliaceous vegetables","2020","2020","t","36422","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01322","Lemons and limes","2020","2020","t","4589.88","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01214","Lettuce and chicory","2020","2020","t","25155","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0112","Maize (corn)","2020","2020","t","399125","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01270","Mushrooms and truffles","2020","2020","t","100","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0117","Oats","2020","2020","t","35579","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01239.01","Okra","2020","2020","t","8121.39","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01450","Olives","2020","2020","t","131971","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","104333","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","49427","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01323","Oranges","2020","2020","t","12436","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01241.90","Other beans, green","2020","2020","t","11764","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","16","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","3345","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","t","9372","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","716.02","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","t","349.33","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01349.20","Other stone fruits","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","28706","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01345","Peaches and nectarines","2020","2020","t","20392","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01342.01","Pears","2020","2020","t","14346","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01242","Peas, green","2020","2020","t","5727","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01346","Plums and sloes","2020","2020","t","41708","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01510","Potatoes","2020","2020","t","254886","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","22315","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01342.02","Quinces","2020","2020","t","5064","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0113","Rice","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0116","Rye","2020","2020","t","3244","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","807.75","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0114","Sorghum","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01344.01","Sour cherries","2020","2020","t","17848.67","E","Estimated value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0141","Soya beans","2020","2020","t","441","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01215","Spinach","2020","2020","t","26257","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01354","Strawberries","2020","2020","t","5446","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01801","Sugar beet","2020","2020","t","26964","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01445","Sunflower seed","2020","2020","t","1259","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","32159","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01234","Tomatoes","2020","2020","t","313109","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","1438","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01709.01","Vetches","2020","2020","t","1859.38","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","01221","Watermelons","2020","2020","t","248724","A","Official figure",""
"QCL","Crops and livestock products","008","Albania","5510","Production","0111","Wheat","2020","2020","t","233430","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01371","Almonds, in shell","2020","2020","t","60832","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01341","Apples","2020","2020","t","566823.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01343","Apricots","2020","2020","t","187273.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01216","Artichokes","2020","2020","t","126762.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01312","Bananas","2020","2020","t","234.99","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0115","Barley","2020","2020","t","1213137","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01701","Beans, dry","2020","2020","t","2047.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01702","Broad beans and horse beans, dry","2020","2020","t","49856.7","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01243","Broad beans and horse beans, green","2020","2020","t","287235.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01212","Cabbages","2020","2020","t","124204.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01251","Carrots and turnips","2020","2020","t","447595.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01213","Cauliflowers and broccoli","2020","2020","t","242990.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01344.02","Cherries","2020","2020","t","11207","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01703","Chick peas, dry","2020","2020","t","39888.9","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2020","2020","t","15193.64","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","717659","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","184362","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01314","Dates","2020","2020","t","1151909.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","178416.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01315","Figs","2020","2020","t","116143","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01330","Grapes","2020","2020","t","554201.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01252","Green garlic","2020","2020","t","170929.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","12354.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01322","Lemons and limes","2020","2020","t","85303","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01704","Lentils, dry","2020","2020","t","12111.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01356","Locust beans (carobs)","2020","2020","t","3280","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0112","Maize (corn)","2020","2020","t","3221","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01270","Mushrooms and truffles","2020","2020","t","1161.96","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0117","Oats","2020","2020","t","69385","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01450","Olives","2020","2020","t","1079508","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","1665671.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","353.21","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01323","Oranges","2020","2020","t","1174845.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01241.90","Other beans, green","2020","2020","t","100308.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","615.02","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","133801.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","115","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01349.20","Other stone fruits","2020","2020","t","26534","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","1458964.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01345","Peaches and nectarines","2020","2020","t","186444.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01342.01","Pears","2020","2020","t","154860.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01705","Peas, dry","2020","2020","t","11026.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01242","Peas, green","2020","2020","t","209409.4","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01346","Plums and sloes","2020","2020","t","98908.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01321","Pomelos and grapefruits","2020","2020","t","1722","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01510","Potatoes","2020","2020","t","4659482","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","435326.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01342.02","Quinces","2020","2020","t","11748","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01443","Rape or colza seed","2020","2020","t","23133.28","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0113","Rice","2020","2020","t","308.47","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","78.78","I","Imputed value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0114","Sorghum","2020","2020","t","256","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01354","Strawberries","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01801","Sugar beet","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01445","Sunflower seed","2020","2020","t","87.82","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01324","Tangerines, mandarins, clementines","2020","2020","t","302476","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01234","Tomatoes","2020","2020","t","1635616.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01191","Triticale","2020","2020","t","269","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","11496","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01709.01","Vetches","2020","2020","t","77.81","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","01221","Watermelons","2020","2020","t","2286809.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","0111","Wheat","2020","2020","t","3106754","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01311","Avocados","2020","2020","t","52488","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01312","Bananas","2020","2020","t","4204538","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01701","Beans, dry","2020","2020","t","344762","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01212","Cabbages","2020","2020","t","304255","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01251","Carrots and turnips","2020","2020","t","144240","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01372","Cashew nuts, in shell","2020","2020","t","2143.58","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01520.01","Cassava, fresh","2020","2020","t","9592870","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01447","Castor oil seeds","2020","2020","t","4179.23","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01640","Cocoa beans","2020","2020","t","456.16","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01610","Coffee, green","2020","2020","t","13105.14","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01252","Green garlic","2020","2020","t","11136","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0142","Groundnuts, excluding shelled","2020","2020","t","223976","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01922.02","Kenaf, and other textile bast fibres, raw or retted","2020","2020","t","825.99","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0112","Maize (corn)","2020","2020","t","2972177","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","248036","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0118","Millet","2020","2020","t","55000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","024","Angola","5510","Production","01491.01","Oil palm fruit","2020","2020","t","281496.76","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01253.01","Onions and shallots, green","2020","2020","t","605998","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","436086","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","39867.6","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","361279.87","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01318","Pineapples","2020","2020","t","637630","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01510","Potatoes","2020","2020","t","480560","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0113","Rice","2020","2020","t","10567","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","3400","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01444","Sesame seed","2020","2020","t","3243.17","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01929.05","Sisal, raw","2020","2020","t","545.61","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0114","Sorghum","2020","2020","t","34991","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0141","Soya beans","2020","2020","t","37961","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01802","Sugar cane","2020","2020","t","865000","E","Estimated value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01445","Sunflower seed","2020","2020","t","12144.25","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01530","Sweet potatoes","2020","2020","t","1749832","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01234","Tomatoes","2020","2020","t","589664","A","Official figure",""
"QCL","Crops and livestock products","024","Angola","5510","Production","01970","Unmanufactured tobacco","2020","2020","t","2824.05","I","Imputed value",""
"QCL","Crops and livestock products","024","Angola","5510","Production","0111","Wheat","2020","2020","t","4375","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01312","Bananas","2020","2020","t","4.7","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01212","Cabbages","2020","2020","t","1.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01229","Cantaloupes and other melons","2020","2020","t","45","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01251","Carrots and turnips","2020","2020","t","15","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01520.01","Cassava, fresh","2020","2020","t","51.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2020","2020","t","36.2","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01232","Cucumbers and gherkins","2020","2020","t","81.7","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01233","Eggplants (aubergines)","2020","2020","t","34","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01290.01","Green corn (maize)","2020","2020","t","11","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01322","Lemons and limes","2020","2020","t","429.63","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01214","Lettuce and chicory","2020","2020","t","22.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","0112","Maize (corn)","2020","2020","t","46.48","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01316","Mangoes, guavas and mangosteens","2020","2020","t","1408.84","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01239.01","Okra","2020","2020","t","28.7","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2020","2020","t","30.2","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01241.90","Other beans, green","2020","2020","t","102.31","E","Estimated value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","6389.72","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","196.32","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01318","Pineapples","2020","2020","t","46.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01235","Pumpkins, squash and gourds","2020","2020","t","253.1","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01921.01","Seed cotton, unginned","2020","2020","t","105.09","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01215","Spinach","2020","2020","t","7","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01802","Sugar cane","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01530","Sweet potatoes","2020","2020","t","69.8","A","Official figure",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01550","Taro","2020","2020","t","38.26","I","Imputed value",""
"QCL","Crops and livestock products","028","Antigua and Barbuda","5510","Production","01234","Tomatoes","2020","2020","t","34.7","A","Official figure",""
