model_file,parameter,entity,year,before,after
RYT.json,TAMaxCI,TEC_it1h9,2022,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_it1h9,2023,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_it1h9,2024,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_it1h9,2025,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_it1h9,2026,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_it1h9,2027,0.00075733808,0.0075733808
RYT.json,TAMaxCI,TEC_it1h9,2028,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_it1h9,2029,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_it1h9,2030,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_it1h9,2031,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_it1h9,2032,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_it1h9,2033,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_it1h9,2034,0.00095981408,0.0095981408
RYT.json,TAMaxCI,TEC_it1h9,2035,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_it1h9,2036,0.00127422208,0.0127422208
RYT.json,TAMaxCI,TEC_it1h9,2037,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_it1h9,2038,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_it1h9,2039,0.00127422208,0.0127422208
RYT.json,TAMaxCI,TEC_it1h9,2040,0.00127422108,0.0127422108
RYT.json,TAMaxCI,TEC_it1h9,2041,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_it1h9,2042,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_it1h9,2043,0.00216469208,0.021646920799999997
RYT.json,TAMaxCI,TEC_it1h9,2044,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_it1h9,2045,0.00216469308,0.021646930800000002
RYT.json,TAMaxCI,TEC_it1h9,2046,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_it1h9,2047,0.00281196308,0.0281196308
RYT.json,TAMaxCI,TEC_it1h9,2048,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_it1h9,2049,0.00281196208,0.0281196208
RYT.json,TAMaxCI,TEC_it1h9,2050,0.00281196108,0.0281196108
RYT.json,TAMaxCI,TEC_it1h9,2051,0.00358105808,0.0358105808
RYT.json,TAMaxCI,TEC_it1h9,2052,0.00358105708,0.0358105708
RYT.json,TAMaxCI,TEC_it1h9,2053,0.00358105708,0.0358105708
RYT.json,RC,TEC_c8zhc,2020,0.0020000016,0.020000016000000002
RYT.json,RC,TEC_c8zhc,2021,0.00190000152,0.0190000152
RYT.json,RC,TEC_c8zhc,2022,0.00180000144,0.0180000144
RYT.json,RC,TEC_c8zhc,2023,0.00170000136,0.0170000136
RYT.json,RC,TEC_c8zhc,2024,0.00160000128,0.016000012799999998
RYT.json,RC,TEC_c8zhc,2025,0.0015000012,0.015000012
RYT.json,RC,TEC_c8zhc,2026,0.00140000112,0.0140000112
RYT.json,RC,TEC_c8zhc,2027,0.00130000104,0.0130000104
RYT.json,RC,TEC_c8zhc,2028,0.00120000096,0.0120000096
RYT.json,RC,TEC_c8zhc,2029,0.00110000088,0.0110000088
RYT.json,RC,TEC_c8zhc,2030,0.0010000008,0.010000008000000001
RYT.json,RC,TEC_c8zhc,2031,0.00090000072,0.0090000072
RYT.json,RC,TEC_c8zhc,2032,0.00080000064,0.008000006399999999
RYT.json,RC,TEC_c8zhc,2033,0.00070000056,0.0070000056
RYT.json,RC,TEC_c8zhc,2034,0.00060000048,0.0060000048
RYT.json,RC,TEC_c8zhc,2035,0.0005000004,0.005000004000000001
RYT.json,RC,TEC_c8zhc,2036,0.00040000032,0.0040000031999999994
RYT.json,RC,TEC_c8zhc,2037,0.00030000024,0.0030000024
RYT.json,RC,TEC_c8zhc,2038,0.00020000016,0.0020000015999999997
RYT.json,RC,TEC_c8zhc,2039,0.00010000008,0.0010000007999999999
RYT.json,RC,TEC_c8zhc,2040,0.0,0.0
RYT.json,RC,TEC_c8zhc,2041,0.0,0.0
RYT.json,RC,TEC_c8zhc,2042,0.0,0.0
RYT.json,RC,TEC_c8zhc,2043,0.0,0.0
RYT.json,RC,TEC_c8zhc,2044,0.0,0.0
RYT.json,RC,TEC_c8zhc,2045,0.0,0.0
RYT.json,RC,TEC_c8zhc,2046,0.0,0.0
RYT.json,RC,TEC_c8zhc,2047,0.0,0.0
RYT.json,RC,TEC_c8zhc,2048,0.0,0.0
RYT.json,RC,TEC_c8zhc,2049,0.0,0.0
RYT.json,RC,TEC_c8zhc,2050,0.0,0.0
RYT.json,RC,TEC_c8zhc,2051,0.0,0.0
RYT.json,RC,TEC_c8zhc,2052,0.0,0.0
RYT.json,RC,TEC_c8zhc,2053,0.0,0.0
RYT.json,TAMaxCI,TEC_c8zhc,2020,0.0,0.0
RYT.json,TAMaxCI,TEC_c8zhc,2021,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_c8zhc,2022,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_c8zhc,2023,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_c8zhc,2024,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_c8zhc,2025,0.00059237508,0.0059237508000000005
RYT.json,TAMaxCI,TEC_c8zhc,2026,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_c8zhc,2027,0.00075733808,0.0075733808
RYT.json,TAMaxCI,TEC_c8zhc,2028,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_c8zhc,2029,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_c8zhc,2030,0.00075733708,0.0075733708
RYT.json,TAMaxCI,TEC_c8zhc,2031,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_c8zhc,2032,0.00095981508,0.0095981508
RYT.json,TAMaxCI,TEC_c8zhc,2033,0.00095981508,0.0095981508
