REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,PWRBIOPHLXX01,2035,2.3382801
GLOBAL,PWRBIOPHLXX01,2036,2.4587773
GLOBAL,PWRBIOPHLXX01,2037,2.4594115
GLOBAL,PWRBIOPHLXX01,2038,2.4594115
GLOBAL,PWRBIOPHLXX01,2039,2.4594115
GLOBAL,PWRBIOPHLXX01,2040,2.5387002
GLOBAL,PWRBIOPHLXX01,2041,2.7333841
GLOBAL,PWRBIOPHLXX01,2042,2.7340183
GLOBAL,PWRBIOPHLXX01,2043,2.7340183
GLOBAL,PWRBIOPHLXX01,2044,2.7333841
GLOBAL,PWRBIOPHLXX01,2045,2.952565
GLOBAL,PWRBIOPHLXX01,2046,2.9173009
GLOBAL,PWRBIOPHLXX01,2047,3.0203028
GLOBAL,PWRBIOPHLXX01,2048,2.933901
GLOBAL,PWRBIOPHLXX01,2049,2.9179351
GLOBAL,PWRGEOPHLXX01,2020,30.510896
GLOBAL,PWRGEOPHLXX01,2021,1.2757906
GLOBAL,PWRGEOPHLXX01,2022,1.2754383
GLOBAL,PWRGEOPHLXX01,2023,1.2757906
GLOBAL,PWRGEOPHLXX01,2024,1.2757906
GLOBAL,PWRGEOPHLXX01,2025,1.2754383
GLOBAL,PWRGEOPHLXX01,2026,3.2033989
GLOBAL,PWRGEOPHLXX01,2027,1.2842466
GLOBAL,PWRGEOPHLXX01,2028,1.2842466
GLOBAL,PWRGEOPHLXX01,2029,1.2845989
GLOBAL,PWRGEOPHLXX01,2030,1.2842466
GLOBAL,PWRGEOPHLXX01,2031,1.2990445
GLOBAL,PWRGEOPHLXX01,2032,1.4044334
GLOBAL,PWRGEOPHLXX01,2033,1.2986921
GLOBAL,PWRGEOPHLXX01,2034,1.2990445
GLOBAL,PWROTHPHLXX01,2050,36.148071
GLOBAL,PWROTHPHLXX01,2051,3.4139555
GLOBAL,PWROTHPHLXX01,2052,3.4131627
GLOBAL,PWROTHPHLXX01,2053,3.4135591
GLOBAL,LNDTOMHRTOT,2020,12.218378
GLOBAL,LNDTOMHRTOT,2021,0.18082222
GLOBAL,LNDTOMHRTOT,2022,0.18082222
GLOBAL,LNDTOMHRTOT,2023,0.18082222
GLOBAL,LNDTOMHRTOT,2024,0.18084444
GLOBAL,LNDTOMHRTOT,2025,0.18082222
GLOBAL,LNDTOMHRTOT,2026,0.16777778
GLOBAL,LNDTOMHRTOT,2027,0.1678
GLOBAL,LNDTOMHRTOT,2028,0.16777778
GLOBAL,LNDTOMHRTOT,2029,0.16777778
GLOBAL,LNDTOMHRTOT,2030,0.16777778
GLOBAL,LNDTOMHRTOT,2031,0.15517778
GLOBAL,LNDTOMHRTOT,2032,0.15515556
GLOBAL,LNDTOMHRTOT,2033,0.15515556
GLOBAL,LNDTOMHRTOT,2034,0.15515556
GLOBAL,LNDTOMHRTOT,2035,12.373533
GLOBAL,LNDTOMHRTOT,2036,0.32108889
GLOBAL,LNDTOMHRTOT,2037,0.32106667
GLOBAL,LNDTOMHRTOT,2038,0.32106667
GLOBAL,LNDTOMHRTOT,2039,0.32108889
GLOBAL,LNDTOMHRTOT,2040,0.32106667
GLOBAL,LNDTOMHRTOT,2041,0.29253333
GLOBAL,LNDTOMHRTOT,2042,0.29253333
GLOBAL,LNDTOMHRTOT,2043,0.29253333
GLOBAL,LNDTOMHRTOT,2044,0.29251111
GLOBAL,LNDTOMHRTOT,2045,0.29253333
GLOBAL,LNDTOMHRTOT,2046,0.2626
GLOBAL,LNDTOMHRTOT,2047,0.26257778
GLOBAL,LNDTOMHRTOT,2048,0.26255556
GLOBAL,LNDTOMHRTOT,2049,0.26257778
GLOBAL,LNDTOMHRTOT,2050,12.480956
GLOBAL,LNDTOMHRTOT,2051,0.32108889
GLOBAL,LNDTOMHRTOT,2052,0.32106667
GLOBAL,LNDTOMHRTOT,2053,0.32106667
GLOBAL,LNDSGCHRTOT,2020,22.180818
GLOBAL,LNDSGCHRTOT,2021,0.32827273
GLOBAL,LNDSGCHRTOT,2022,0.32827273
GLOBAL,LNDSGCHRTOT,2023,0.32827273
GLOBAL,LNDSGCHRTOT,2024,0.32827273
GLOBAL,LNDSGCHRTOT,2025,0.35077662
GLOBAL,LNDSGCHRTOT,2026,0.34193878
GLOBAL,LNDSGCHRTOT,2027,0.34183673
GLOBAL,LNDSGCHRTOT,2028,0.34193878
GLOBAL,LNDSGCHRTOT,2029,0.34183673
GLOBAL,LNDSGCHRTOT,2030,0.34193878
GLOBAL,LNDSGCHRTOT,2031,0.31612245
GLOBAL,LNDSGCHRTOT,2032,0.31622449
GLOBAL,LNDSGCHRTOT,2033,0.31612245
GLOBAL,LNDSGCHRTOT,2034,0.31612245
GLOBAL,LNDSGCHRTOT,2035,22.497043
GLOBAL,LNDSGCHRTOT,2036,0.61398701
GLOBAL,LNDSGCHRTOT,2037,0.61408905
GLOBAL,LNDSGCHRTOT,2038,0.61408905
GLOBAL,LNDSGCHRTOT,2039,0.61398701
GLOBAL,LNDSGCHRTOT,2040,0.63659295
GLOBAL,LNDSGCHRTOT,2041,0.59612245
GLOBAL,LNDSGCHRTOT,2042,0.59602041
GLOBAL,LNDSGCHRTOT,2043,0.59612245
GLOBAL,LNDSGCHRTOT,2044,0.59602041
GLOBAL,LNDSGCHRTOT,2045,0.59612245
GLOBAL,LNDSGCHRTOT,2046,0.535
GLOBAL,LNDSGCHRTOT,2047,0.53854716
GLOBAL,LNDSGCHRTOT,2048,0.5424061
GLOBAL,LNDSGCHRTOT,2049,0.5424061
