package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v18_v18.0.0_MUIO.zip,9938566,ec128a6e9aacb5e2494be88393a4ccff48c1b204e7be5de2f1ef9a51abe0fb9c,79,Philippines_v18/
