package_relative_path,size_bytes,sha256,zip_member_count,internal_root
muio/Philippines_v15_v15.0.0_MUIO.zip,5767878,1b95d980e827ead5cd702245de1732766d01ac189e0f8ce7ab1d02aab8d862d3,53,Philippines_v15/
