archive,sha256,size_bytes,member_count,internal_root,result_files_included,notes
Philippines_v18_v18.0.1_MUIO.zip,c3f4ee25d2e8c3315ced1be4bf819673859be45079536abb2cfbc40a65d1dc55,16056712,96,Philippines_v18/,false,Complete editable v18.0.1 source and documentation; all res/ and generated solver/result files excluded.
