run,region,year,timeslice,mode,account,commodity,raw_reference,rounding_adjustment,published_use,published_rate
Base_v12,RE1,2020,1,1,water_vapor_returned,PHL_WTR_EVT,2.7967,0.0000,2.7967,80.06584597766962496421414257
Base_v12,RE1,2020,1,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3120,0.0000,0.3120,8.932150014314342971657600916
Base_v12,RE1,2020,1,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.6418,0.0000,4.6418,132.8886344116805038648726023
Base_v12,RE1,2020,2,1,water_vapor_returned,PHL_WTR_EVT,137.2053,0.0000,137.2053,3928.007443458345261952476381
Base_v12,RE1,2020,2,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,5.1426,0.0000,5.1426,147.2258803320927569424563413
Base_v12,RE1,2020,2,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,63.2257,0.0000,63.2257,1810.068708846263956484397366
Base_v12,RE1,2020,3,1,water_vapor_returned,PHL_WTR_EVT,2.7967,0.0000,2.7967,80.06584597766962496421414257
Base_v12,RE1,2020,3,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3120,0.0000,0.3120,8.932150014314342971657600916
Base_v12,RE1,2020,3,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.0472,0.0000,5.0472,144.4947036931004866876610364
Base_v12,RE1,2020,4,1,water_vapor_returned,PHL_WTR_EVT,3.3456,0.0000,3.3456,95.78013169195533924992842829
Base_v12,RE1,2020,4,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3294,0.0000,0.3294,9.430289149728027483538505583
Base_v12,RE1,2020,4,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.6434,0.0000,5.6434,161.5631262525050100200400802
Base_v12,RE1,2020,5,1,water_vapor_returned,PHL_WTR_EVT,2.7879,0.0000,2.7879,79.81391354136845118809046665
Base_v12,RE1,2020,5,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3067,0.0000,0.3067,8.780417978814772401946750644
Base_v12,RE1,2020,5,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.9973,0.0000,4.9973,143.0661322645290581162324649
Base_v12,RE1,2020,6,1,water_vapor_returned,PHL_WTR_EVT,152.5780,0.0000,152.5780,4368.107643859146865158889207
Base_v12,RE1,2020,6,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,5.5543,0.0000,5.5543,159.0123103349556255367878614
Base_v12,RE1,2020,6,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,67.7003,-0.0003,67.7000,1938.162038362439164042370455
Base_v12,RE1,2020,7,1,water_vapor_returned,PHL_WTR_EVT,3.3209,0.0000,3.3209,95.07300314915545376467220155
Base_v12,RE1,2020,7,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3337,0.0000,0.3337,9.553392499284282851417119954
Base_v12,RE1,2020,7,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.4336,0.0000,5.4336,155.5568279415974806756369883
Base_v12,RE1,2020,8,1,water_vapor_returned,PHL_WTR_EVT,2.7967,0.0000,2.7967,80.06584597766962496421414257
Base_v12,RE1,2020,8,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3120,0.0000,0.3120,8.932150014314342971657600916
Base_v12,RE1,2020,8,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2127,0.0000,5.2127,149.2327512167191525908960779
Base_v12,RE1,2020,9,1,water_vapor_returned,PHL_WTR_EVT,2.7967,0.0000,2.7967,80.06584597766962496421414257
Base_v12,RE1,2020,9,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3120,0.0000,0.3120,8.932150014314342971657600916
Base_v12,RE1,2020,9,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.5109,0.0000,4.5109,129.1411394217005439450329230
Base_v12,RE1,2020,10,1,water_vapor_returned,PHL_WTR_EVT,3.2886,0.0000,3.2886,94.14829659318637274549098196
Base_v12,RE1,2020,10,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3185,0.0000,0.3185,9.118236472945891783567134269
Base_v12,RE1,2020,10,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.5420,0.0000,4.5420,130.0314915545376467220154595
Base_v12,RE1,2020,11,1,water_vapor_returned,PHL_WTR_EVT,2.7746,0.0000,2.7746,79.43315201832235900372172917
Base_v12,RE1,2020,11,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.2987,0.0000,0.2987,8.551388491268250787288863441
Base_v12,RE1,2020,11,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.8635,0.0000,4.8635,139.2356140853134841110793015
Base_v12,RE1,2020,12,1,water_vapor_returned,PHL_WTR_EVT,2.7746,0.0000,2.7746,79.43315201832235900372172917
Base_v12,RE1,2020,12,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.2987,0.0000,0.2987,8.551388491268250787288863441
Base_v12,RE1,2020,12,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0002,0.0002,0,0E+5
Base_v12,RE1,2020,13,1,water_vapor_returned,PHL_WTR_EVT,3.8263,0.0000,3.8263,79.43325721403363089059580652
Base_v12,RE1,2020,13,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4118,0.0000,0.4118,8.548889350217977994602449657
Base_v12,RE1,2020,13,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,6.4456,0.0000,6.4456,133.8094249532904297280465020
Base_v12,RE1,2020,14,1,water_vapor_returned,PHL_WTR_EVT,26.1828,0.0000,26.1828,543.5499273406684658501141789
Base_v12,RE1,2020,14,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,1.2481,0.0000,1.2481,25.91031762507784928378658916
Base_v12,RE1,2020,14,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,17.1581,0.0000,17.1581,356.1988789703134731160473324
Base_v12,RE1,2020,15,1,water_vapor_returned,PHL_WTR_EVT,3.8413,0.0000,3.8413,79.74465434917998754411459415
Base_v12,RE1,2020,15,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4268,0.0000,0.4268,8.860286485364334648121237285
Base_v12,RE1,2020,15,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.3053,0.0000,7.3053,151.6566327589786173967199502
Base_v12,RE1,2020,16,1,water_vapor_returned,PHL_WTR_EVT,3.8718,0.0000,3.8718,80.37782852397757940626946232
Base_v12,RE1,2020,16,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4451,0.0000,0.4451,9.240190990242889765414158190
Base_v12,RE1,2020,16,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,6.7766,0.0000,6.7766,140.6809217355200332156944156
Base_v12,RE1,2020,17,1,water_vapor_returned,PHL_WTR_EVT,5.0809,0.0000,5.0809,105.4785135976749013909072037
Base_v12,RE1,2020,17,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4265,0.0000,0.4265,8.854058542661407515050861532
Base_v12,RE1,2020,17,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.3421,0.0000,7.3421,152.4205937305376790533527092
Base_v12,RE1,2020,18,1,water_vapor_returned,PHL_WTR_EVT,3.8568,0.0000,3.8568,80.06643138883122275275067469
Base_v12,RE1,2020,18,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4301,0.0000,0.4301,8.928793855096533111895370563
Base_v12,RE1,2020,18,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.2327,0.0000,7.2327,150.1494706248702511936890181
Base_v12,RE1,2020,19,1,water_vapor_returned,PHL_WTR_EVT,3.8263,0.0000,3.8263,79.43325721403363089059580652
Base_v12,RE1,2020,19,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4118,0.0000,0.4118,8.548889350217977994602449657
Base_v12,RE1,2020,19,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2196,0.0000,5.2196,108.3578991073282125804442599
Base_v12,RE1,2020,20,1,water_vapor_returned,PHL_WTR_EVT,19.3159,0.0000,19.3159,400.9943948515673655802366618
Base_v12,RE1,2020,20,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.9038,0.0000,0.9038,18.76271538301847623001868383
Base_v12,RE1,2020,20,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.0319,0.0000,5.0319,104.4612829561968029894124974
Base_v12,RE1,2020,21,1,water_vapor_returned,PHL_WTR_EVT,3.8587,0.0000,3.8587,80.10587502594976126219638779
Base_v12,RE1,2020,21,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4321,0.0000,0.4321,8.970313473116047332364542246
Base_v12,RE1,2020,21,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.3505,0.0000,7.3505,152.5949761262196387793232302
Base_v12,RE1,2020,22,1,water_vapor_returned,PHL_WTR_EVT,4.1641,0.0000,4.1641,86.44592069752958272783890388
Base_v12,RE1,2020,22,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4343,0.0000,0.4343,9.015985052937512974880631098
Base_v12,RE1,2020,22,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.7836,0.0000,4.7836,99.30662237907411251816483288
Base_v12,RE1,2020,23,1,water_vapor_returned,PHL_WTR_EVT,3.8017,0.0000,3.8017,78.92256591239360597882499481
Base_v12,RE1,2020,23,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4329,0.0000,0.4329,8.986921320323853020552210920
Base_v12,RE1,2020,23,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+1
Base_v12,RE1,2020,24,1,water_vapor_returned,PHL_WTR_EVT,3.8263,0.0000,3.8263,79.43325721403363089059580652
Base_v12,RE1,2020,24,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4118,0.0000,0.4118,8.548889350217977994602449657
Base_v12,RE1,2020,24,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.0085,0.0000,7.0085,145.4951214448827070790948723
Base_v12,RE1,2020,25,1,water_vapor_returned,PHL_WTR_EVT,0.0370,0.0000,0.0370,79.28005142489822155560317120
Base_v12,RE1,2020,25,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0043,0.0000,0.0043,9.213627598028712234840368545
Base_v12,RE1,2020,25,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2020,26,1,water_vapor_returned,PHL_WTR_EVT,0.0372,0.0000,0.0372,79.70859224341118491536318834
Base_v12,RE1,2020,26,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2020,26,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0001,0.0001,0,0E+7
Base_v12,RE1,2020,27,1,water_vapor_returned,PHL_WTR_EVT,0.0366,0.0000,0.0366,78.42296978787229483608313692
Base_v12,RE1,2020,27,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2020,27,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2020,28,1,water_vapor_returned,PHL_WTR_EVT,0.0372,0.0000,0.0372,79.70859224341118491536318834
Base_v12,RE1,2020,28,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2020,28,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2020,29,1,water_vapor_returned,PHL_WTR_EVT,0.0372,0.0000,0.0372,79.70859224341118491536318834
Base_v12,RE1,2020,29,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2020,29,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2020,30,1,water_vapor_returned,PHL_WTR_EVT,0.0369,0.0000,0.0369,79.06578101564173987572316263
Base_v12,RE1,2020,30,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0042,0.0000,0.0042,8.999357188772230554960359974
Base_v12,RE1,2020,30,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2021,1,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,1,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,1,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.3806,0.0000,5.3806,154.0395075866017749785284855
Base_v12,RE1,2021,2,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,2,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,2,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2831,0.0000,5.2831,151.2482107071285427998854853
Base_v12,RE1,2021,3,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,3,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,3,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.4591,0.0000,4.4591,127.6581734898368164901231033
Base_v12,RE1,2021,4,1,water_vapor_returned,PHL_WTR_EVT,4.5207,0.0000,4.5207,129.4217005439450329229888348
Base_v12,RE1,2021,4,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3807,0.0000,0.3807,10.89894073862009733753220727
Base_v12,RE1,2021,4,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,6.1002,0.0000,6.1002,174.6407099914113942170054395
Base_v12,RE1,2021,5,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,5,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,5,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2221,0.0000,5.2221,149.5018608645863154881190953
Base_v12,RE1,2021,6,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,6,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,6,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.1612,0.0000,5.1612,147.7583738906384196965359290
Base_v12,RE1,2021,7,1,water_vapor_returned,PHL_WTR_EVT,3.9970,0.0000,3.9970,114.4288577154308617234468938
Base_v12,RE1,2021,7,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3329,0.0000,0.3329,9.530489550529630689951331234
Base_v12,RE1,2021,7,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,6.0390,0.0000,6.0390,172.8886344116805038648726023
Base_v12,RE1,2021,8,1,water_vapor_returned,PHL_WTR_EVT,2.8513,0.0000,2.8513,81.62897223017463498425422273
Base_v12,RE1,2021,8,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3277,0.0000,0.3277,9.381620383624391640423704552
Base_v12,RE1,2021,8,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0001,0.0001,0,0E+5
Base_v12,RE1,2021,9,1,water_vapor_returned,PHL_WTR_EVT,2.8286,0.0000,2.8286,80.97910105926137990266246779
Base_v12,RE1,2021,9,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3141,0.0000,0.3141,8.992270254795304895505296307
Base_v12,RE1,2021,9,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2409,0.0000,5.2409,150.0400801603206412825651303
Base_v12,RE1,2021,10,1,water_vapor_returned,PHL_WTR_EVT,2.8403,0.0000,2.8403,81.31405668479816776409962783
Base_v12,RE1,2021,10,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3167,0.0000,0.3167,9.066704838247924420269109648
Base_v12,RE1,2021,10,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.6450,0.0000,4.6450,132.9802462066991125107357572
Base_v12,RE1,2021,11,1,water_vapor_returned,PHL_WTR_EVT,3.0809,0.0000,3.0809,88.20211852275980532493558546
Base_v12,RE1,2021,11,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3095,0.0000,0.3095,8.860578299456054967077011165
Base_v12,RE1,2021,11,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+1
Base_v12,RE1,2021,12,1,water_vapor_returned,PHL_WTR_EVT,2.8164,0.0000,2.8164,80.62983109075293444030918981
Base_v12,RE1,2021,12,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3031,0.0000,0.3031,8.677354709418837675350701403
Base_v12,RE1,2021,12,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.9715,0.0000,4.9715,142.3275121671915259089607787
Base_v12,RE1,2021,13,1,water_vapor_returned,PHL_WTR_EVT,3.9169,0.0000,3.9169,81.31409591031762507784928379
Base_v12,RE1,2021,13,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4365,0.0000,0.4365,9.061656632758978617396719950
Base_v12,RE1,2021,13,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2198,0.0000,5.2198,108.3620510691301640024911771
Base_v12,RE1,2021,14,1,water_vapor_returned,PHL_WTR_EVT,3.8857,0.0000,3.8857,80.66638986921320323853020552
Base_v12,RE1,2021,14,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4178,0.0000,0.4178,8.673448204276520656009964708
Base_v12,RE1,2021,14,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.0963,0.0000,7.0963,147.3178326759393813576915092
Base_v12,RE1,2021,15,1,water_vapor_returned,PHL_WTR_EVT,20.3807,0.0000,20.3807,423.0994394851567365580236662
Base_v12,RE1,2021,15,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.9358,0.0000,0.9358,19.42702927133070375752543077
Base_v12,RE1,2021,15,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,13.6254,0.0000,13.6254,282.8607016815445297903259290
Base_v12,RE1,2021,16,1,water_vapor_returned,PHL_WTR_EVT,3.9712,0.0000,3.9712,82.44135353954743616358729500
Base_v12,RE1,2021,16,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4372,0.0000,0.4372,9.076188499065808594560930039
Base_v12,RE1,2021,16,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.4464,0.0000,7.4464,154.5858418102553456508200125
Base_v12,RE1,2021,17,1,water_vapor_returned,PHL_WTR_EVT,3.9169,0.0000,3.9169,81.31409591031762507784928379
Base_v12,RE1,2021,17,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4365,0.0000,0.4365,9.061656632758978617396719950
Base_v12,RE1,2021,17,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.1225,0.0000,7.1225,147.8617396719950176458376583
Base_v12,RE1,2021,18,1,water_vapor_returned,PHL_WTR_EVT,3.8857,0.0000,3.8857,80.66638986921320323853020552
Base_v12,RE1,2021,18,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4178,0.0000,0.4178,8.673448204276520656009964708
Base_v12,RE1,2021,18,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0001,0.0000,0.0001,0.002075980900975711023458584181
Base_v12,RE1,2021,19,1,water_vapor_returned,PHL_WTR_EVT,3.9002,0.0000,3.9002,80.96740709985468133693170023
Base_v12,RE1,2021,19,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4323,0.0000,0.4323,8.974465434917998754411459415
Base_v12,RE1,2021,19,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,6.2387,0.0000,6.2387,129.5142204691716836205106913
Base_v12,RE1,2021,20,1,water_vapor_returned,PHL_WTR_EVT,135.4829,0.0000,135.4829,2812.599128088021590201370147
Base_v12,RE1,2021,20,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,5.1575,0.0000,5.1575,107.0687149678222960348764791
Base_v12,RE1,2021,20,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,64.3885,0.0000,64.3885,1336.692962424745692339630475
Base_v12,RE1,2021,21,1,water_vapor_returned,PHL_WTR_EVT,3.9169,0.0000,3.9169,81.31409591031762507784928379
Base_v12,RE1,2021,21,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4365,0.0000,0.4365,9.061656632758978617396719950
Base_v12,RE1,2021,21,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,7.1225,0.0000,7.1225,147.8617396719950176458376583
Base_v12,RE1,2021,22,1,water_vapor_returned,PHL_WTR_EVT,25.2759,0.0000,25.2759,524.7228565497197425783682790
Base_v12,RE1,2021,22,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,1.2155,0.0000,1.2155,25.23354785135976749013909072
Base_v12,RE1,2021,22,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,15.8770,0.0000,15.8770,329.6034876479136391945194104
Base_v12,RE1,2021,23,1,water_vapor_returned,PHL_WTR_EVT,3.9169,0.0000,3.9169,81.31409591031762507784928379
Base_v12,RE1,2021,23,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.4365,0.0000,0.4365,9.061656632758978617396719950
Base_v12,RE1,2021,23,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.6000,0.0000,5.6000,116.2549304546398173136807141
Base_v12,RE1,2021,24,1,water_vapor_returned,PHL_WTR_EVT,153.6670,0.0000,153.6670,3190.097571102345858418102553
Base_v12,RE1,2021,24,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,5.6601,0.0000,5.6601,117.5025949761262196387793232
Base_v12,RE1,2021,24,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,66.0682,-0.0004,66.0678,1371.554909694830807556570480
Base_v12,RE1,2021,25,1,water_vapor_returned,PHL_WTR_EVT,0.0380,0.0000,0.0380,81.42275551746303835440325691
Base_v12,RE1,2021,25,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0043,0.0000,0.0043,9.213627598028712234840368545
Base_v12,RE1,2021,25,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2021,26,1,water_vapor_returned,PHL_WTR_EVT,0.0374,0.0000,0.0374,80.13713306192414827512320549
Base_v12,RE1,2021,26,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0043,0.0000,0.0043,9.213627598028712234840368545
Base_v12,RE1,2021,26,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0001,0.0001,0,0E+7
Base_v12,RE1,2021,27,1,water_vapor_returned,PHL_WTR_EVT,0.0381,0.0000,0.0381,81.63702592671952003428326548
Base_v12,RE1,2021,27,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0044,0.0000,0.0044,9.427898007285193914720377116
Base_v12,RE1,2021,27,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0001,0.0001,0,0E+7
Base_v12,RE1,2021,28,1,water_vapor_returned,PHL_WTR_EVT,0.0371,0.0000,0.0371,79.49432183415470323548317977
Base_v12,RE1,2021,28,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2021,28,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2021,29,1,water_vapor_returned,PHL_WTR_EVT,0.0377,0.0000,0.0377,80.77994428969359331476323120
Base_v12,RE1,2021,29,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0041,0.0000,0.0041,8.785086779515748875080351403
Base_v12,RE1,2021,29,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+3
Base_v12,RE1,2021,30,1,water_vapor_returned,PHL_WTR_EVT,0.0380,0.0000,0.0380,81.42275551746303835440325691
Base_v12,RE1,2021,30,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.0043,0.0000,0.0043,9.213627598028712234840368545
Base_v12,RE1,2021,30,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,-0.0001,0.0001,0,0E+7
Base_v12,RE1,2022,1,1,water_vapor_returned,PHL_WTR_EVT,2.8608,0.0000,2.8608,81.90094474663612940166046378
Base_v12,RE1,2022,1,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3073,0.0000,0.3073,8.797595190380761523046092184
Base_v12,RE1,2022,1,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.1079,0.0000,5.1079,146.2324649298597194388777555
Base_v12,RE1,2022,2,1,water_vapor_returned,PHL_WTR_EVT,2.8656,0.0000,2.8656,82.03836243916404237045519611
Base_v12,RE1,2022,2,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3221,0.0000,0.3221,9.221299742341826510163183510
Base_v12,RE1,2022,2,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,0.0000,0.0000,0.0000,0E+1
Base_v12,RE1,2022,3,1,water_vapor_returned,PHL_WTR_EVT,3.2826,0.0000,3.2826,93.97652447752648153449756656
Base_v12,RE1,2022,3,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3130,0.0000,0.3130,8.960778700257658173489836816
Base_v12,RE1,2022,3,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.3933,0.0000,5.3933,154.4030918980818780417978815
Base_v12,RE1,2022,4,1,water_vapor_returned,PHL_WTR_EVT,23.2536,0.0000,23.2536,665.7200114514743773260807329
Base_v12,RE1,2022,4,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,1.0510,0.0000,1.0510,30.08874892642427712567993129
Base_v12,RE1,2022,4,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,13.1606,0.0000,13.1606,376.7706842255940452333237904
Base_v12,RE1,2022,5,1,water_vapor_returned,PHL_WTR_EVT,2.8839,0.0000,2.8839,82.56226739192671056398511308
Base_v12,RE1,2022,5,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3212,0.0000,0.3212,9.195533924992842828514171200
Base_v12,RE1,2022,5,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,4.5025,0.0000,4.5025,128.9006584597766962496421414
Base_v12,RE1,2022,6,1,water_vapor_returned,PHL_WTR_EVT,2.8839,0.0000,2.8839,82.56226739192671056398511308
Base_v12,RE1,2022,6,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3212,0.0000,0.3212,9.195533924992842828514171200
Base_v12,RE1,2022,6,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.2265,0.0000,5.2265,149.6278270827369023761809333
Base_v12,RE1,2022,7,1,water_vapor_returned,PHL_WTR_EVT,2.8608,0.0000,2.8608,81.90094474663612940166046378
Base_v12,RE1,2022,7,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,0.3073,0.0000,0.3073,8.797595190380761523046092184
Base_v12,RE1,2022,7,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,5.0181,0.0000,5.0181,143.6616089321500143143429717
Base_v12,RE1,2022,8,1,water_vapor_returned,PHL_WTR_EVT,2.8839,0.0000,2.8839,82.56226739192671056398511308
