run,region,year,mode,account,commodity,unit,reference_available,terminal_counted,unaccounted_gap,coverage_percent,status
PEP_v12,RE1,2030,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,10<sup>9</sup>m<sup>3</sup>,20.65620000000002,0.0,20.65620000000002,0.0,ZERO
PEP_v12,RE1,2030,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,10<sup>9</sup>m<sup>3</sup>,266.3157000000001,0.0,266.3157000000001,0.0,ZERO
PEP_v12,RE1,2031,1,water_vapor_returned,PHL_WTR_EVT,10<sup>9</sup>m<sup>3</sup>,389.74659999999994,0.0,389.74659999999994,0.0,ZERO
PEP_v12,RE1,2031,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,10<sup>9</sup>m<sup>3</sup>,20.686000000000007,0.0,20.686000000000007,0.0,ZERO
PEP_v12,RE1,2031,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,10<sup>9</sup>m<sup>3</sup>,265.8179000000009,0.0,265.8179000000009,0.0,ZERO
PEP_v12,RE1,2032,1,water_vapor_returned,PHL_WTR_EVT,10<sup>9</sup>m<sup>3</sup>,388.5395999999998,0.0,388.5395999999998,0.0,ZERO
PEP_v12,RE1,2032,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,10<sup>9</sup>m<sup>3</sup>,20.716999999999985,0.0,20.716999999999985,0.0,ZERO
PEP_v12,RE1,2032,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,10<sup>9</sup>m<sup>3</sup>,240.34270000000012,0.0,240.34270000000012,0.0,ZERO
PEP_v12,RE1,2033,1,water_vapor_returned,PHL_WTR_EVT,10<sup>9</sup>m<sup>3</sup>,387.33020000000005,0.0,387.33020000000005,0.0,ZERO
PEP_v12,RE1,2033,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,10<sup>9</sup>m<sup>3</sup>,20.748900000000006,0.0,20.748900000000006,0.0,ZERO
PEP_v12,RE1,2033,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,10<sup>9</sup>m<sup>3</sup>,239.93760000000003,0.0,239.93760000000003,0.0,ZERO
PEP_v12,RE1,2034,1,water_vapor_returned,PHL_WTR_EVT,10<sup>9</sup>m<sup>3</sup>,386.12419999999963,0.0,386.12419999999963,0.0,ZERO
PEP_v12,RE1,2034,2,modeled_raw_groundwater_remaining,PHL_WTR_GWT,10<sup>9</sup>m<sup>3</sup>,20.77950000000001,0.0,20.77950000000001,0.0,ZERO
PEP_v12,RE1,2034,3,modeled_raw_surface_water_remaining,PHL_WTR_SUR,10<sup>9</sup>m<sup>3</sup>,239.48460000000046,0.0,239.48460000000046,0.0,ZERO
PEP_v12,RE1,2035,1,water_vapor_returned,PHL_WTR_EVT,10<sup>9</sup>m<sup>3</sup>,385.1283999999997,0.0,385.1283999999997,0.0,ZERO
