cache_filename,model_crop_code,gaez_crop,model_variable,gaez_name,input_level,water_supply,available_water_content,climate_model,pathway,time_period,source_unit,download_url,file_identifier,selection_table,selection_table_csv_line
SGC evt Irrigation Low.tif,SGC,Sugarcane,evt,sugc200a_eta,Low,Irrigation,Available water content of 200 mm/m (under irrigation conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/sugc200a_eta.tif,279343,GAEZ_evt_Low_Input.csv,118
SGC evt Rain-fed High.tif,SGC,Sugarcane,evt,sugc200b_eta,High,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),HadGEM2-ES,RCP4.5,2011-2040,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/sugc200b_eta.tif,325346,GAEZ_evt_High_Input.csv,431
SGC evt Rain-fed Low.tif,SGC,Sugarcane,evt,sugc200b_eta,Low,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/sugc200b_eta.tif,278114,GAEZ_evt_Low_Input.csv,119
SGC yld Irrigation High.tif,SGC,Sugarcane,yld,sugc200a_yld,High,Irrigation,Available water content of 200 mm/m (under irrigation conditions),HadGEM2-ES,RCP4.5,2011-2040,kg sugar/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/sugc200a_yld.tif,325398,GAEZ_yld_High_Input.csv,430
SGC yld Irrigation Low.tif,SGC,Sugarcane,yld,sugc200a_yld,Low,Irrigation,Available water content of 200 mm/m (under irrigation conditions),CRUTS32,Historical,1981-2010,kg sugar/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/sugc200a_yld.tif,278166,GAEZ_yld_Low_Input.csv,118
SGC yld Rain-fed High.tif,SGC,Sugarcane,yld,sugc200b_yld,High,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),HadGEM2-ES,RCP4.5,2011-2040,kg sugar/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/sugc200b_yld.tif,325304,GAEZ_yld_High_Input.csv,431
SGC yld Rain-fed Low.tif,SGC,Sugarcane,yld,sugc200b_yld,Low,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),CRUTS32,Historical,1981-2010,kg sugar/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/sugc200b_yld.tif,278072,GAEZ_yld_Low_Input.csv,119
TOM cwd Irrigation High.tif,TOM,Tomato,cwd,toma200a_wde,High,Irrigation,Available water content of 200 mm/m (under irrigation conditions),HadGEM2-ES,RCP4.5,2011-2040,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200a_wde.tif,329459,GAEZ_cwd_High_Input.csv,444
TOM cwd Irrigation Low.tif,TOM,Tomato,cwd,toma200a_wde,Low,Irrigation,Available water content of 200 mm/m (under irrigation conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200a_wde.tif,282227,GAEZ_cwd_Low_Input.csv,132
TOM cwd Rain-fed High.tif,TOM,Tomato,cwd,toma200b_wde,High,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),HadGEM2-ES,RCP4.5,2011-2040,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200b_wde.tif,328546,GAEZ_cwd_High_Input.csv,445
TOM cwd Rain-fed Low.tif,TOM,Tomato,cwd,toma200b_wde,Low,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200b_wde.tif,281314,GAEZ_cwd_Low_Input.csv,133
TOM evt Irrigation High.tif,TOM,Tomato,evt,toma200a_eta,High,Irrigation,Available water content of 200 mm/m (under irrigation conditions),HadGEM2-ES,RCP4.5,2011-2040,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200a_eta.tif,324957,GAEZ_evt_High_Input.csv,444
TOM evt Irrigation Low.tif,TOM,Tomato,evt,toma200a_eta,Low,Irrigation,Available water content of 200 mm/m (under irrigation conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200a_eta.tif,277725,GAEZ_evt_Low_Input.csv,132
TOM evt Rain-fed High.tif,TOM,Tomato,evt,toma200b_eta,High,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),HadGEM2-ES,RCP4.5,2011-2040,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200b_eta.tif,329575,GAEZ_evt_High_Input.csv,445
TOM evt Rain-fed Low.tif,TOM,Tomato,evt,toma200b_eta,Low,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),CRUTS32,Historical,1981-2010,mm,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200b_eta.tif,282343,GAEZ_evt_Low_Input.csv,133
TOM yld Irrigation High.tif,TOM,Tomato,yld,toma200a_yld,High,Irrigation,Available water content of 200 mm/m (under irrigation conditions),HadGEM2-ES,RCP4.5,2011-2040,kg DW/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200a_yld.tif,329400,GAEZ_yld_High_Input.csv,444
TOM yld Irrigation Low.tif,TOM,Tomato,yld,toma200a_yld,Low,Irrigation,Available water content of 200 mm/m (under irrigation conditions),CRUTS32,Historical,1981-2010,kg DW/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200a_yld.tif,282168,GAEZ_yld_Low_Input.csv,132
TOM yld Rain-fed High.tif,TOM,Tomato,yld,toma200b_yld,High,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),HadGEM2-ES,RCP4.5,2011-2040,kg DW/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/HadGEM2-ES/rcp4p5/2020sH/toma200b_yld.tif,326023,GAEZ_yld_High_Input.csv,445
TOM yld Rain-fed Low.tif,TOM,Tomato,yld,toma200b_yld,Low,Rain-fed,Available water content of 200 mm/m (under rain-fed conditions),CRUTS32,Historical,1981-2010,kg DW/ha,https://s3.eu-west-1.amazonaws.com/data.gaezdev.aws.fao.org/res02/CRUTS32/Hist/8110L/toma200b_yld.tif,278791,GAEZ_yld_Low_Input.csv,133
