REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
GLOBAL,PWRHYDPHLXX01,S1D1,2053,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2020,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2021,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2022,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2023,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2024,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2025,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2026,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2027,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2028,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2029,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2030,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2031,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2032,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2033,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2034,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2035,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2036,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2037,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2038,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2039,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2040,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2041,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2042,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2043,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2044,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2045,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2046,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2047,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2048,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2049,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2050,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2051,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2052,0.3834
GLOBAL,PWRHYDPHLXX01,S1D2,2053,0.3834
GLOBAL,PWRHYDPHLXX01,S2D1,2020,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2021,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2022,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2023,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2024,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2025,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2026,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2027,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2028,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2029,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2030,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2031,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2032,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2033,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2034,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2035,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2036,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2037,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2038,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2039,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2040,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2041,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2042,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2043,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2044,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2045,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2046,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2047,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2048,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2049,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2050,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2051,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2052,0.1447
GLOBAL,PWRHYDPHLXX01,S2D1,2053,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2020,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2021,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2022,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2023,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2024,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2025,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2026,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2027,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2028,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2029,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2030,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2031,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2032,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2033,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2034,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2035,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2036,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2037,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2038,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2039,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2040,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2041,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2042,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2043,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2044,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2045,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2046,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2047,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2048,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2049,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2050,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2051,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2052,0.1447
GLOBAL,PWRHYDPHLXX01,S2D2,2053,0.1447
GLOBAL,PWRCSPPHLXX01,S1D1,2020,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2021,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2022,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2023,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2024,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2025,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2026,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2027,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2028,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2029,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2030,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2031,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2032,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2033,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2034,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2035,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2036,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2037,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2038,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2039,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2040,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2041,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2042,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2043,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2044,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2045,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2046,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2047,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2048,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2049,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2050,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2051,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2052,0.3596
GLOBAL,PWRCSPPHLXX01,S1D1,2053,0.3596
GLOBAL,PWRCSPPHLXX01,S1D2,2020,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2021,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2022,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2023,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2024,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2025,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2026,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2027,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2028,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2029,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2030,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2031,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2032,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2033,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2034,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2035,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2036,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2037,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2038,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2039,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2040,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2041,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2042,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2043,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2044,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2045,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2046,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2047,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2048,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2049,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2050,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2051,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2052,0.0601
GLOBAL,PWRCSPPHLXX01,S1D2,2053,0.0601
GLOBAL,PWRCSPPHLXX01,S2D1,2020,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2021,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2022,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2023,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2024,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2025,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2026,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2027,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2028,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2029,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2030,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2031,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2032,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2033,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2034,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2035,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2036,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2037,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2038,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2039,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2040,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2041,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2042,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2043,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2044,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2045,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2046,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2047,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2048,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2049,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2050,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2051,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2052,0.4589
GLOBAL,PWRCSPPHLXX01,S2D1,2053,0.4589
GLOBAL,PWRCSPPHLXX01,S2D2,2020,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2021,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2022,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2023,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2024,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2025,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2026,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2027,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2028,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2029,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2030,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2031,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2032,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2033,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2034,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2035,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2036,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2037,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2038,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2039,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2040,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2041,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2042,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2043,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2044,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2045,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2046,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2047,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2048,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2049,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2050,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2051,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2052,0.0829
GLOBAL,PWRCSPPHLXX01,S2D2,2053,0.0829
GLOBAL,PWRSPVPHLXX01,S1D1,2020,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2021,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2022,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2023,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2024,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2025,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2026,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2027,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2028,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2029,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2030,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2031,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2032,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2033,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2034,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2035,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2036,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2037,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2038,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2039,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2040,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2041,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2042,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2043,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2044,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2045,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2046,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2047,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2048,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2049,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2050,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2051,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2052,0.1438
GLOBAL,PWRSPVPHLXX01,S1D1,2053,0.1438
GLOBAL,PWRSPVPHLXX01,S1D2,2020,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2021,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2022,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2023,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2024,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2025,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2026,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2027,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2028,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2029,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2030,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2031,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2032,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2033,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2034,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2035,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2036,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2037,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2038,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2039,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2040,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2041,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2042,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2043,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2044,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2045,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2046,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2047,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2048,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2049,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2050,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2051,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2052,0.024
GLOBAL,PWRSPVPHLXX01,S1D2,2053,0.024
GLOBAL,PWRSPVPHLXX01,S2D1,2020,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2021,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2022,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2023,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2024,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2025,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2026,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2027,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2028,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2029,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2030,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2031,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2032,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2033,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2034,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2035,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2036,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2037,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2038,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2039,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2040,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2041,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2042,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2043,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2044,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2045,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2046,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2047,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2048,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2049,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2050,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2051,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2052,0.1835
GLOBAL,PWRSPVPHLXX01,S2D1,2053,0.1835
GLOBAL,PWRSPVPHLXX01,S2D2,2020,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2021,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2022,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2023,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2024,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2025,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2026,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2027,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2028,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2029,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2030,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2031,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2032,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2033,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2034,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2035,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2036,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2037,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2038,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2039,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2040,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2041,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2042,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2043,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2044,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2045,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2046,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2047,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2048,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2049,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2050,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2051,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2052,0.0331
GLOBAL,PWRSPVPHLXX01,S2D2,2053,0.0331
GLOBAL,PWRWONPHLXX01,S1D1,2020,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2021,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2022,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2023,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2024,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2025,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2026,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2027,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2028,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2029,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2030,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2031,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2032,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2033,0.1925
GLOBAL,PWRWONPHLXX01,S1D1,2034,0.1925
